place_id,restaurant_name,address,latitude,longitude,restaurant_rating,user_rating_count,price_level,primary_type,all_types,search_area,searched_as,reviews,bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m
ChIJbWl5JgAb6zkR_rhwOeLDjXk,Gwakhancha,"Somla Gali, Taumadhi Square, Bhaktapur 44800, Nepal",27.6711897,85.4284526,4.9,24.0,,restaurant,restaurant|family_restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"Delicious food ,excellent service, highly recommended for authentic Newari food ||| Great setting and very good food ||| They've just opened and are in the process of putting in place the final touches. But they've got the food spot on. Give this place a try when in Bhaktapur. ||| great food. amazing vibe ||| Good Ambience. Love the vibe",17,0,2,17,4,10,13,15,2,16,70,33,65,74,4.340298507462686,90.73134328358209,38.70479170904714
ChIJ0zAq7egb6zkRkpMjOy1p9Gw,Brooklyn eatery,"Durbar Square, Bhaktapur 44800, Nepal",27.6719049,85.4294919,4.4,27.0,,restaurant,restaurant|pizza_restaurant|hamburger_restaurant|sandwich_shop|coffee_shop|pizza_delivery|meal_delivery|meal_takeaway|food_delivery|cafe|food_store|wholesaler|bar|store|american_restaurant|food|manufacturer|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"Rooftop is good to stay, and enjoy the burger.
Patties of smashed bacon cheese burger would be much better, i felt little bit raw, bun was very good.
Korean fried chicken burger was good, i liked the sauce the most.
Overall we enjoyed the placed and the Burger.
We came all the way from Kritipur to taste the Burger. It was worth it.
Thank you ||| Nice place for the burger and pizza.. And the view is mesmerising...must try pull pork burger and fried chicken burger.. ||| A perfect place to chill in Bhaktapur with rooftop seating, delicious meals, and a cozy atmosphere. Definitely one of those spots you'll want to visit again. ||| Easily the best burger spot I’ve visited. I’ve been here multiple times now and have worked my way through most of the menu every burger has been fantastic, but the Bacon Buff Burger is a standout and 100% worth it. Beyond the food, the ambience is excellent, especially the rooftop area.
I highly recommend visiting in the evening to catch the beautiful view. Even though they are relatively new, the quality and consistency are top-tier! ||| Came here with expectations. Left with happiness, a full heart, and probably 2 extra kilos. Totally worth it!",18,1,2,10,4,9,13,19,3,16,70,33,71,72,4.367692307692307,74.03076923076924,6.7592132122984285
ChIJXY_iq68a6zkRCbRb4lbA3XQ,Namaste Restaurant,"5 Taumadhi, Bhaktapur 44800, Nepal",27.6713046,85.42948779999999,4.3,430.0,,family_restaurant,family_restaurant|restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"Awesome food with the best view of Nyatapola Temple(The Five Storey Temple). I had the Chicken Thali, omg it was the best, loved it. Highly Recommend place!! For the food, for the atmosphere must visit.. ||| We enjoyed the food specially Nepali Veg and Chicken Thali. Kids are also enjoyed their food. Atmosphere is WOW 😮 ||| A fantastic place for an evening drink! Super friendly, helpful staff and a good view. It felt like an authentic experience, popular with locals. Highly recommend and would happily return. The menu also looked great. ||| We stayed at Namaste Bhaktapur Homestay and therefore we had breakfast here. The pancakes are amazing!! We also had a cooking class from the chef, who patiently taught us everything about Nepali flavours in Thali and curry. The chef’s flavours were great, even more since we got to put it in our own food. Highly recommend! Also the location is very good, with nice views from the terrace on Durbar sq! ||| Awesome spot ,
the atmosphere there is very nice,
the service very friendly and efficient,
we tried local dishes,
perfect immersion and taste,
Hope will be able to come back = )",17,0,2,13,4,12,13,18,3,16,74,31,71,71,4.369230769230769,67.84615384615384,8.839958300243271
ChIJQfID2GEb6zkR84BOg7l8t9o,Balakhu Food Point,"Bhaktapur 44800, Nepal",27.6728194,85.4293616,4.8,318.0,,restaurant,restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"We really enjoyed the food here. We ordered the hot and sour soup and the fried noodles (chow mein) and everything was top notch 🍜 The flavors were great and the portions were satisfying. It’s a simple spot, but the quality of the cooking is impressive. The staff was friendly and the service was quite fast 🥢 If you want a tasty and authentic meal for a fair price, this is a great choice 🥘 ||| Balakhu food point offers standard Nepali fare at good price point. Tad bit spicy and salty so best to advice at time of ordering if you need to adjust according to own taste buds ||| We ate and bought took away here some times, and even bought to take to the airport for the last leg:) That's being said, it's cheap and tasty. Local customers they came. Staffs are friendly always. Really recommend. ||| I had dinner here with my daughter and both of us loved the food.
Many locals eat here, which is always a good sign.
The food was delicious, very affordable, and great value for money.
The owner was kind and friendly and came over to talk with us.
Definitely recommended. ||| We had the very last dinner of our 3 week Nepal trip at this place and wow, I wish we had discovered it sooner. It was one of the best meals we had! Loved it so much. Service was also very nice, open and friendly. And quick! I definitely recommend going here.",18,1,2,10,3,9,13,21,4,17,71,28,62,73,4.368181818181817,71.56060606060606,27.233366415467835
ChIJq6p6na0a6zkR5x4LC5nQ0Bs,Mayur Restaurant,"Dattatraya Square, Tachupal Tole, Bhaktapur 44800, Nepal",27.6733621,85.434938,4.3,324.0,PRICE_LEVEL_MODERATE,restaurant,restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"Mayur Restaurant at Datatreya is a hidden gem in Bhaktapur. The location is excellent, and the atmosphere is peaceful and relaxing. The restaurant is surrounded by beautiful greenery, creating a refreshing environment to enjoy your meal.

One of the highlights is the amazing wooden handicraft gallery above the restaurant, which is definitely worth exploring. The ground floor houses the restaurant, while the upper floors serve as a boutique hotel/BNB, giving the place a unique and charming character.

The food was delicious, and the drinks were equally good. Everything was fresh and well-prepared. I especially loved spending time here because of the calm ambiance away from the crowds.

It’s also a fantastic spot for photography and selfies, thanks to the beautiful architecture, greenery, and traditional artistic touches. Highly recommended for anyone visiting Bhaktapur and looking for great food in a peaceful setting. ||| A delightful gem in Bhaktapur, offering not just great food but a beautiful ambiance. The atmosphere is really nice, with a peaceful green space right in the middle of the square. It’s a calm and relaxing place to enjoy your meal.

The food is really good, and they have plenty of tasty vegetarian options. I had the tofu pad Thai, and it was amazing….full of flavor and just the right amount of spice.

Overall, it's a fantastic dining experience with excellent service, delicious food, and a tranquil setting. Highly recommend for anyone visiting Bhaktapur! ||| A great and authentic little Guesthouse and Restaurant. Absolutely beautiful setting with authentic but contemporary and well thought through decor. Is just a nice place to hang out and eat and drink.  The menu isn't massive but what they do they do well.  The local spirits they talk about on the menu is Rakshi and is pleasantly flavoured, I think with Cardamom, which makes it nice to sip.. unlike some of the rougher unflavored stuff that I tasted in Bhaktapur. Prices are quite reasonable compared to De Temple. ||| This restaurant is located inside an ancient traditional courtyard with beautiful decorations. It is calm and quiet in contrast to the busy city.
Here you can get excellent food, the staff is really friendly, and you get to relax a little. If you don't like spicy food, they will actually give you non-spicy food, not like in many other places where ""not spicy"" still results in a fire in your mouth for the average Western tongue.
It is one of the best places I've eaten in Nepal so far. ||| I find myself coming back to dine at Mayur Restaurant once every two three months. The food is soooo scrumptious, and the ambiance very serene.

This is the only place in Dattatraya Square that is actually a 5/5. Truly exquisite!",13,9,1,19,6,6,10,21,1,18,63,23,72,29,4.52,69.8,13.857185175971573
ChIJU6ldS3Qb6zkRqN1vkzvM_R8,De Temple Cafe,"North side of Dattatraya Square, Bhaktapur 44800, Nepal",27.6735231,85.4349476,4.3,218.0,,cafe,cafe|restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"This cafe and restaurant tends to be busy, and it's not that it isn't good but it's not remarkably better than other places in the square and is about 20% more expensive. I think it sees more business because it reserves tables for larger groups and so looks busy .. drawing more people in. At the time of our visit several items on the menu that this find elsewhere were not available Travellers Bistro across the street is less busy and in my view the food is just as good. Also for dinner, Mayur which is also across the street has good authentic Nepali and also international options in a nice setting, although the menu is much smaller. ||| We recently dined at De Temple Café, located right next to Dattatreya Temple. The view of Dattatreya Square from the café is truly beautiful and makes it a great spot to sit and enjoy the surroundings.
However, I was quite disappointed with the food and service. We didn't receive even the basic level of hospitality that one would expect from such a place. What made me feel even more uncomfortable was the noticeable difference in how local guests and foreign guests were treated. It felt unfair and unwelcoming.
I hope the management pays attention to this and improves both their service quality and guest experience, as the café itself has great potential because of its location and view. ||| One of the best Dal Bhat I had in Nepal
Tasty Vegetarian Jhol Momo
Original Banana Lassi

Yes. All above are common meals that easily found in Nepal. However having it in Bhaktapur Durbar Square with views from the second floor upgrades the experience of the Dal Bhat itself.

The Temple Cafe is very eye-catching from afar to me where it answers my curiousity to dine inside a historical site building.
Expect an outstanding bill for a Dal Bhat, Momo and Lassi with that outstanding experience and views 😂 ||| The food was very good. We can recommend the chicken momos, the pad Thai, and spicy sour soup. The view of the Temple and square is amazing. A star deduction for service. They didn't tell us no cards when we came in and they had difficulty bringing hot sauce in a timely fashion. ||| They are unable to make a decent cup of coffee. If you’re planning to enjoy coffee here, you may want to reconsider. We had coffee today, and it was poorly prepared and even served cold.",13,9,1,18,4,6,10,20,1,19,63,23,71,29,4.52,74.04,17.927326446570333
ChIJt0n3TAAb6zkRL9TcKn5O7ns,Lotus Restaurant & Bar,"Taumadhi Square, Bhaktapur 44800, Nepal",27.671323,85.4292612,4.2,23.0,,restaurant,restaurant|food_court|family_restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"Authentic Newari Ambiance and delicious food. Loved it. And staffs are so friendly and we'll behaved. Highly recommend. ||| Had such a great experience here. The food was absolutely delicious and every dish felt well prepared. The staff were so warm, attentive, and made us feel really comfortable. With the rooftop setting, it turned into a perfect fine dining evening.” ||| We really enjoyed the food and the views. Thanks ||| The butter chicken was so great. even the egg is very well cooked, super soft! ||| Amazing! Best Momos …",19,0,2,12,4,12,13,17,3,17,73,31,71,71,4.3707692307692305,74.1076923076923,15.584802996155405
ChIJUz_WRxkb6zkRK6UCoKnN6ac,CULTURE CAFE & BAR,"Pottery Square, Bhaktapur 44800, Nepal",27.6699487,85.42776909999999,4.6,53.0,,restaurant,restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"I got a buddha bowl with an extra egg.
The tofu was not good and small portion but otherwise all the veggies and quinoa was super tasty delicious ! So happy to get the chance to eat a balanced meal
Very friendly staff and comfy place ||| I had an amazing late breakfast at this place. First of all I got a very comfortable place to sit, at the window on a nice couch. Second of all is the food, just amazing. I got the smoothie bowl, a lassie, americano and the mung bean pancake with salmon and poached egg. I enjoyed every bite of it! I forgot to make a photo of the menu, but they have a bigger menu card than written on chalkboard outside. ||| Such a great cafe and people. Do yourself a favor and take a visit here. You can do pottery here, can buy made in nepal ceramic items, drink coffee/tea or eat light bites & desserts. Coffee was great and they also had many items for sale as i have posted here.

Tina and Poonam were very lovely as well as helpful. Pottery brothers were really kind and generous, guided us from start to finish while doing pottery. All of the staff were truly amazing.🤗

They also have rooftop restaurant upstairs with a great view in which you can enjoy your meal and relax.

Forgot to mention, there was variety of desserts and coffee items available in the cafe. It’s great to give a visit.☕️🍰 ||| Really cute place with great food at a very good price! Amazing view from the rooftop ||| Culture Cafe is a stunning spot with beautiful decor, delicious food, and a fantastic view. A great place to relax and enjoy..😙😍",17,0,1,17,4,8,12,14,2,13,68,38,61,73,4.324242424242425,93.04545454545455,27.106697095693253
ChIJ7eS4rJEb6zkRV1hDUbjJsAI,Temple View Restaurant,"Durbar square, Bhaktapur 44800, Nepal",27.6721554,85.4285998,4.8,4.0,,restaurant,restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant, |||  ||| Hami le newari khaja ​​set yomari liyako ma eakdam Mitho thiyo ||| ,18,0,2,13,3,9,13,17,3,17,75,31,67,77,4.360869565217391,88.44927536231884,38.31906749202395
ChIJ0e5hZq8a6zkRZ-t8zDwfJS4,The Pottery Cafe and bar,"Bhaktapur 44800, Nepal",27.669714400000004,85.4276931,4.5,279.0,PRICE_LEVEL_INEXPENSIVE,restaurant,restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"The price was very local despite the view and the cleanness feeling of this place. We ate here twice, once for lunch, once for dinner and enjoyed it all. The entrance is a little bit hard to find but just follow google map and you'll got it. The staffs are nice and local customers there were nice too. Really recommend for anytime. ||| Delicious food and nice View!
Very friendly staff
Super affordable place ||| Waited 30+ minutes for a momo and the biryani never came. Atleast they could have said it will take time.
It once was a good place for food with good view. But has degraded significantly, the service has gone downhill, rudely talking front staff and not so good food as well. ||| Wonderful service and food! The food came really quickly. There is also a variety of seating options. We chose the seats at the very top, small but cute area. Food was delicious with great portions for its price! Would come back again ||| Great rooftop view over pottery square, so not many other tall buildings inhibiting the view. The food is nicer and at a lower price than many competitors in the area. The seating arrangements are neat and the overall place was tidy. Service was good and the food came in 10-15 minutes. Great spot 👌",19,0,1,17,4,8,12,14,2,12,70,39,61,73,4.325757575757577,89.62121212121212,27.106697095693253
ChIJ52kj6jUb6zkRPTQGBYwA-gw,Rato Ghar Hotel and Rooftop Restaurant,"Taumadhi Square, Bhaktapur 44800, Nepal",27.6715811,85.4291013,4.6,28.0,,hotel,hotel|tea_house|lodging|restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"I visited this restaurant while exploring Bhaktapur. A big thank you to the owner for being so kind, for the tea and for sharing great tips on how to explore the town. The food was delicious and all the recommendations were really useful. I’m also grateful for the help with taking my photo with this incredible view

Thanks ||| I stumbled across this beautiful restaurant on my first trip to Bhaktapur and loved it so much I came back and stayed in the hotel for 10 days!
The food is delicious, the view is amazing, and the service is wonderful. Try the Newari Set and the momos for sure. And the Bara is the best in town. ||| Comfortable place to try and enjoy some tea off of their extensive tea menu. The food is fresh and tasty. Beautiful view of the temple and a relaxing place to be. Highly recommend! ||| A very nice and authentic Newari restaurant. We had the traditional Newari celebration meal, bara with egg, and yomari — everything was delicious and reasonably priced. Ice-cold beer, a beautiful view over the temple, and friendly service made the experience very memorable. Highly recommended of you look for an authentic meal in Bhaktapur. ||| Can't comment on he quality of the rooms, but as a place with a great view and a great pot of tea it's fantastic. So many teas! Had the best hibiscus tea and masala chai - so good we brought some home as gifts. The owner works in a tea shop in portland, USA and really knows his stuff. Plus the view over the temples is beautiful!",18,0,2,13,4,11,13,16,3,16,76,31,69,75,4.373529411764705,89.51470588235294,24.157258774495812
ChIJYW1_5lcb6zkReAo2PqzJjxY,Timmure kamalbinayak,"Jagati-KamalBinayak Rd, Bhaktapur 44600, Nepal",27.6768151,85.4368339,4.5,266.0,,barbecue_restaurant,barbecue_restaurant|restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"Tried this place recently and honestly loved the experience. The food was super tasty, especially the momo, sekuwa and foods with special timmur taste. The prices were really reasonable. Drinks were available at MRP which was a nice surprise. The ambiance was clean and cozy, perfect for hanging out with friends or family. Service was also very warm and quick. You can tell they genuinely care about customers. Definitely one of those places you’ll want to visit again. I visit 2-3 times in a month. Addicted to Timmure and its taste. ||| Food here was amazing but guys the crazy part here is THEY LAUNCHED COFFEE. Today while visiting Polyclinic I saw Timmure being open around 8am. During day and evening this is my go to spot, but morning? Had no idea. Atti mitho coffee and beverages.
Will keep visiting. ||| The food was fresh, delicious, and beautifully presented. The flavors were excellent, and the portion size was satisfying. Great service and a wonderful dining experience overall. 🍽️✨ ||| Food Just Melted My Soul!
Second time here. Honestly, last time food was average but their specialty Timmure chicken is unique. On my way to home i entered for a quick bite and this time the food is MIND BLOWING!!
MUST VISIT….. the foods got better and i will visit here often with friends and family. 5 star doesn’t justify the taste 🤤🤤🤤🤤 ||| Had a great experience at Timmure Kalambinayak. The sekuwa was especially amazing, and every food item had an authentic taste. Absolutely loved the Timure Chicken full of flavor and perfectly cooked. The atmosphere was warm and welcoming, and the staff were very friendly. Another great thing was the alcohol served at MRP price, so we could enjoy without spending too much. Highly recommend this place for anyone wanting authentic Nepali food and a good time!",14,9,1,21,3,4,8,21,3,15,55,19,33,29,4.515384615384615,76.73076923076923,37.15680327651648
ChIJtSi9Qdob6zkROLnXdSOV8Ps,KiKiMiMi Ramen Bar,"Bhaktapur 44800, Nepal",27.671099800000004,85.42708089999999,4.8,47.0,,ramen_restaurant,ramen_restaurant|japanese_restaurant|restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"I am writing the review literally as I am still sitting here. It was my first time having Ramen, the staff was super helpful and everything tasted amazing!🤩 ||| This was my first time trying ramen, and it was absolutely incredible! The food was delicious, and the owner—who also serves as the chef—was exceptionally kind.
While the seating area is a bit cozy and parking is located a short walk away, the experience is well worth it. They even have a projector playing content to keep you entertained while you wait, which is a nice touch since great food takes a little time to prepare. With such affordable prices, I’ll definitely be returning soon. ||| Spicy ramen at reasonable price with your loved ones when at Bhaktapur. Highly recommended for family and couples time. ||| I have got a lot of reviews from my people so came here to experience for myself. The ramen was very tasty ramen. Always wanted a place like this near my house and the service is also very good. ||| If you wanna have great noodles with great presentation and hospitality then KIKIMIMI is the best place in the town🍜",18,2,2,19,3,13,12,14,3,21,74,37,59,79,4.311764705882354,90.45588235294117,67.91923641800706
ChIJ7xsfN3Ab6zkREWVyvuxphQI,De Arena Restaurant Paryatak Pasal,"Bhaktapur 44800, Nepal",27.6735504,85.4346362,4.5,38.0,,restaurant,restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"An average dining experience overall. The service was okay-nothing to complain about, but nothing that stood out either. The food was decent and well-prepared, but it didn't feel particularly special or memorable. It's a fine place if you're nearby ||| Super friendly staff, made us feel welcome and shared information about all the local foods! Great taste, fast service, would definitely eat here again. ||| Delicious food that made us come back again and again! Great value for money! The refillable Thalis are fantastic! ||| We looked at 3 different menus in the area and all were expensive and bad veggie options. Then De Arena saved us!! Super good value, huge menu and everything was delicious. Chairs are comfy, staff are great. We came in just wanting a snack and ended up having 3 courses and a drink. We leave with happy tummies and no regrets. There is also a pond with pretty fishies, yay 😊 ||| We enjoy coming to this place . Only local people , except us! Maybe one day we ll meet ! Masala papad are blazing hot and so is the hot and sour soup but with a gorka or other beer, you ll survive . Great expérience . Other food is very good too. Service is perfect.  Cheese balls must be improved ; more cheese neede. Used to be better. Place worth trying",14,8,1,19,3,5,10,20,2,18,62,23,73,30,4.530769230769231,78.1923076923077,30.815044822787517
ChIJoQJ8TAAb6zkRAiXnCCvUubw,Swastik Newari Khaja Ghar (Authentic Newari Restaurant),"Bhaktapur 44800, Nepal",27.6722911,85.426915,4.3,27.0,,restaurant,restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"Had the Kaja set, momo, and yomari — all were really tasty and nicely prepared! Great local food experience. ||| Not recommend, worst place, they gave me the chicken freaking cold from. Freezer inthe thali, this is dangerous to eat ||| Good place for Newari Foods with Authentic Taste. Thank you for your service, really enjoyed food and vibe. ||| My favorite spot in Bhaktupur! Amazing food, very nice staff, amazingly priced. Also there are multiple floors to sit with comfortable pillows and a view of the street perfect for relaxing and people watching. I have come here everyday for lunch and to relax, perfect for solo traveler or group. ||| Delicious 😋😋yumyum",19,2,2,18,3,16,13,14,5,18,82,32,53,76,4.329850746268657,92.28358208955224,2.6232308566902476
ChIJa05kQAAb6zkRr-dGn28pHmA,Food Bowl Restro,"Garud Kundal Road, Bhaktapur 44800, Nepal",27.6771492,85.436841,4.6,87.0,,restaurant,restaurant|coffee_shop|cafe|food_store|store|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"Food so good, so healthy for regular and frequent customers. ❤️ Must come once to taste and feel good coz “Good food , Good Mood !! “ ||| Amazing Food & Service!
We tried the Pizza, Sandwich, Spicy BBQ Chicken Wings, and Biryani at Mali Chai Food Bowl, and everything was incredibly delicious! The prices are very reasonable, and the staff followed a perfect service sequence. Highly recommended for great taste and smooth service! 👍 ||| I recently visited Food Bowl Cafe and Restaurant with a group of five people, and our experience was absolutely amazing! We ordered 2 plates of steam momo, 2 plates of jhol momo, a burger, and 3 sausages. The food was incredibly delicious, fresh, and of top-notch quality.

What stood out even more was the exceptional service. The staff were extremely kind and helpful, ensuring we were comfortable throughout our visit. I was especially impressed by the manager, who personally visited every table to ask about the quality and taste of the food, the staff’s behaviour, and the overall dining experience. This level of attention and care truly elevated our visit.

I highly recommend everyone to visit Food Bowl Cafe and Restaurant at least once. You won’t regret your decision—it’s an experience worth having! ||| The interior design is stylish and cozy, creating a perfect setting for gatherings with friends and family. The staff is attentive and ensures a comfortable dining experience, frequently engaging with customers. Highly recommended for anyone looking for a welcoming atmosphere and excellent service. ||| Wonderful staff, delicious food. Had the Veg Thali and Mustang Aloo, both very good",12,9,1,19,3,4,7,19,3,15,54,19,32,28,4.512,80.8,30.30568814102228
ChIJCbHdVwAb6zkR5FrBiRTCbUI,Restaurant Tusa,"Nagpokhari, Bhaktapur 44800, Nepal",27.6736992,85.4334327,4.5,154.0,,restaurant,restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"This is the best meal I’ve had in a LONG while. Everything from the flavors and local ingredients to beautiful presentations and the history behind each plate make this tasting menu a MUST TRY. They change the menu every couple of months to get the freshest ingredients during each season. The manager, Bibek, made the experience so enjoyable and memorable. Thank you! Will be back for sure every time I’m at Nepal. ||| Saw an ad of this place while I’m on the plane to Nepal and decided to give this place a try.
Price wise - totally worth it as it is a small fraction of the fine dining experiences I’ve had before.
Experience - Find it’s a bit cut short due to the explanation given by the server was not clear, sometime the voice projection were too soft, maybe this is something to improve on. Some dishes like the meatball also came to us in room temperature, not warm which baffled me a bit.

On that note, I always view fine dining experiences like this is like telling us patron a story behind every dish, but this time it felt like there isn’t any and I kept coming back to the menu to know more.

Ambiance - Deco was nice and traditional, and the restaurant is situated in the middle of housing areas but still quiet.
It was winter time and it does gets a bit chilly at night, which having the heater close was a relief, but once it moves around the warmth escapes you. Having said that it does affect the experience a bit.

Food taste: while I was quite excited to have my tastebuds tingled by strong spices and explosion of taste, I discovered that the dishes were made in almost earthy/natural taste-like. Maybe it’s Nepali cuisine -Tusa’s take but I doubt I’ll be braging more.
Overall the food is delectable, but doesn’t send me off smiling cheek to cheek.

However, I do applaud the effort to uplift local
Cuisine and wholeheartedly support what they are trying to do. I just had too much expectation! ||| I really would have liked to be delighted by this dinner in this restaurant in which I went especially to Bhaktapur from Thamel.
The overhaul experience was disappointing.
The restaurant is settled in a nice old historical building with a small courtyard.
The dishes are generally quite bland, even if an effort is made in their presentation.
We took the gourmet menu with the wine pairing for the sum of 12,000 nepalese rupees per person (approx 84 $ US).
It started with flavourless appetizer canapés. Then the consommé and its meatballs had very little flavour and was served warm. The river fish was also quite bland, far from what one could imagine, Nepal being full of varied spices.
The pork-based dish was better but nothing really impressive in terms of taste.
The wine was good.
In view of the price, the experience was therefore disappointing. ||| Delicious food, nice atmosphere, kind staff. Open kitchen design, was nice to see the cooking :) We booked by phone. They asked us for our dietary preferences (vegetarian, not too spicy) and adapted the menu accordingly. ||| A truly outstanding fine dining experience. Exquisite food, impeccable service, and a wonderful atmosphere. Every course was beautifully executed and exceeded our expectations. One of the best restaurant experiences we have had, and we would gladly return.",14,8,1,10,6,8,11,18,4,16,68,31,82,49,4.383720930232558,87.95348837209302,72.26305873353712
ChIJ0wb9LOsb6zkRW1dOYcQ_C5s,Jhegu newa kitchen restro,"Chariot track, Bhaktapur 44800, Nepal",27.6698837,85.4293982,4.4,18.0,,family_restaurant,family_restaurant|restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"What a wonderful find.  Authentic atmosphere,  fabulous food, inexpensive, localed in someone 's home. Chill a bit... they make from scratch so a little patience will be greatly rewarded.

Top shelf eating experience!

🤩😍🤩 ||| Good food, good atmosphere, good vibe, the best newari dish  I have ever had. 😋 ||| Very friendly! Very testy and cheap! Strong recommend! ||| Never did i wait so long for my food. I waited 1h20 for a thali set and did not even get a refill. Very sad experience ||| Amazing traditional Indian - Nepali food for very reasonable price. Tasty Bara. Owners super friendly. Terrace available with nice view. Would definitely go again.",15,0,0,11,4,9,13,13,1,7,60,38,73,67,4.38688524590164,76.45901639344262,92.17121318362328
ChIJ-1gXvewb6zkRQSeG9pq3fK8,The Golden Eyes Restaurant & Cafe,"Nyatapola Temple, Bhaktapur 44800, Nepal",27.6715495,85.429344,3.6,96.0,,restaurant,restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"Restaurant is right next to attractions so feels like a tourist trap. Prices are 2x for similar food I had last night elsewhere. Food was tasty. Would have been good to explain how to eat khaja. The lemonade was excellent as was the service. ||| This felt like a tourist trap experience. I would strongly recommend avoiding this restaurant.

The food was overpriced for the quality or taste, clearly targeting tourists. The thali was not good at all, and the veggie momo was just okay at best. On top of that, they charge an additional 4 percent card payment fee on the total bill.

What made it worse was that this lunch stop was entirely the tour guide’s decision, and she was not transparent about it in advance. The fact that the guide paid nothing for her own meal clearly indicates that this is a commission-driven restaurant targeting tour groups. ||| I don't usually write Google reviews, but this time I felt I had to.
I would not recommend this restaurant at all.
The prices are extremely high, and they even charge Rs. 65 for a bottle of water, which is more expensive than 5 star hotels . The cleanliness standards are also poor. If you are seated on the ground floor, you can clearly smell odors coming from the toilets, which makes the dining experience unpleasant.
In addition, the staff seem more interested in watching matches on TV than attending to customers and providing good service.
I understand that one review may not make much difference, and many business owners in Nepal may not pay attention to customer feedback. However, for long-term success, it is important to take customer concerns seriously and improve service quality, cleanliness, and overall customer experience. ||| Food was very good
Ambiance was very nice with nytapola temple view
Staff was very friendly
I Recommend  this restaurant ❤️ ||| We visited this cozy little rooftop restaurant tucked away behind the iconic Nyatapola Temple. The rooftop seating, overlooking the bustling streets of Bhaktapur, provided the perfect spot to relax and soak in the lively atmosphere.

For food, we ordered Buff Fried Rice, Buff Chatamari, Chicken Thakali (not pictured), and ended the meal with the traditional Newari dessert, Yomari.

The Buff Fried Rice had a pleasant smoky flavor from the wok, but considering the price, the quantity of buff pieces was a bit underwhelming. On the other hand, the Buff Chatamari was excellent. The soft yet slightly crispy base, topped with flavorful buff mince, paired beautifully with the chutney, making it a delightful experience. The Chicken Thakali was also quite satisfying.

The real star of the meal, however, was the Yomari. They serve two Yomaris per plate, each traditionally filled with either Chaku or Khuwa. We opted for one of each. The Chaku-filled Yomari was exceptional — rich, caramelized, and absolutely delicious. Unfortunately, the Khuwa version didn’t quite live up to my expectations. In hindsight, I wish I had ordered both with the Chaku filling!",18,0,2,11,4,11,13,18,3,17,72,32,71,72,4.38939393939394,71.9090909090909,13.256205747082491
ChIJA4q_iKob6zkRvMDhbkR3_oo,New Watshala Garden Restaurant,"5 Durbar Square, Bhaktapur 44800, Nepal",27.6718001,85.4285972,4.5,17.0,,restaurant,restaurant|food|point_of_interest|establishment,Bhaktapur durbar square,restaurant,"Very nice place for lunch under sun after city walk. Local food is very good. Staff very nice. The restaurant is beautiful. ||| What a wonderful place! I enjoyed visiting there very much. Thank you. ❤️ ||| I went there for a date, the place was really gloomy. COLD and filled with FUNGUS and spider net. We only had 1 plat momo that was soo expensive and it gave us food poisoning. I AM DYING with pain as i type this!!! ||| the ambiance of the property was really good but to be honest they needs to work on the taste of the food ... the food was not good at all ... if you want to pay for the ambiance then its fine else is a very expensive place ||| Good customer service. Too expensive. Food is basic. Go there for a tea not for food.",18,0,2,13,3,10,13,17,3,17,79,31,67,75,4.355882352941177,89.52941176470588,1.3197800427289266
